Mês Ano,Área de atuação (Função),Subfunção,Valor Empenhado,Valor Liquidado,Valor Pago,Valor Restos a Pagar Pagos,Unnamed: 7,Ano
11/2022,10 - Saúde,512 - Saneamento básico urbano,"3.856.665,94","10.963.081,22","10.979.354,24","17.581.714,81",,2022
11/2022,10 - Saúde,541 - Preservação e conservação ambiental,"42.577,03","64.209,83","68.625,32","6.734,70",,2022
11/2022,10 - Saúde,304 - Vigilância sanitária,"7.815.538,19","24.468.081,82","24.776.707,38","156.682,62",,2022
11/2022,10 - Saúde,125 - Normatização e fiscalização,"2.330.851,49","1.404.781,16","1.399.427,82","0,00",,2022
11/2022,10 - Saúde,303 - Suporte profilático e terapêutico,"715.281.545,62","1.344.836.132,39","1.330.550.775,45","34.933.880,73",,2022
11/2022,10 - Saúde,126 - Tecnologia da informação,"12.639.731,80","52.226.412,97","43.369.813,16","386.719,36",,2022
11/2022,10 - Saúde,122 - Administração geral,"213.661.495,65","819.125.579,36","690.453.325,93","4.285.449,01",,2022
11/2022,10 - Saúde,128 - Formação de recursos humanos,"16.772.060,12","145.584.445,38","147.210.278,75","1.961.448,66",,2022
11/2022,10 - Saúde,511 - Saneamento básico rural,"65.176.565,40","7.811.764,06","8.352.241,45","16.213.585,54",,2022
11/2022,10 - Saúde,301 - Atenção básica,"1.955.666.697,55","2.213.987.500,71","2.206.877.936,97","22.708.091,50",,2022
11/2022,10 - Saúde,302 - Assistência hospitalar e ambulatorial,"4.815.906.223,53","4.860.291.149,38","4.844.393.794,62","14.346.982,48",,2022
11/2022,10 - Saúde,573 - Difusão do conhecimento científico e tecnológico,"2.810.142,74","3.246.036,63","3.287.667,63","87.880,29",,2022
11/2022,10 - Saúde,423 - Assistência aos povos indígenas,"85.694.492,26","66.152.600,78","81.702.576,66","1.039.860,04",,2022
11/2022,10 - Saúde,571 - Desenvolvimento científico,"35.787.621,65","79.339.911,41","73.482.514,37","3.297.110,70",,2022
11/2022,10 - Saúde,305 - Vigilância epidemiológica,"356.631.905,28","779.930.138,77","795.558.788,92","11.588.733,77",,2022
12/2022,10 - Saúde,124 - Controle interno,"1.117.768,09","1.119.978,68","877.387,68","0,00",,2022
12/2022,10 - Saúde,846 - Outros encargos especiais,"- 64.357.747,58","80.938.812,88","80.939.441,92","0,00",,2022
12/2022,10 - Saúde,"422 - Direitos individuais, coletivos e difusos","3.654.258,73","2.304.050,64","5.005.588,51","632.716,13",,2022
12/2022,10 - Saúde,131 - Comunicação social,"75.410.878,40","35.429.069,29","24.352.168,61","719.477,69",,2022
12/2022,10 - Saúde,572 - Desenvolvimento tecnológico e engenharia,"113.037.255,17","37.642.375,95","45.755.500,48","29.964.459,06",,2022
12/2022,10 - Saúde,121 - Planejamento e orçamento,"11.925.115,63","1.662.998,48","2.273.970,82","100.000,00",,2022
12/2022,10 - Saúde,306 - Alimentação e nutrição,"31.525.860,70","33.863.360,70","34.223.360,70","429.866,00",,2022
12/2022,10 - Saúde,541 - Preservação e conservação ambiental,"3.765.915,56","481.716,69","492.800,28","2.447.513,07",,2022
12/2022,10 - Saúde,304 - Vigilância sanitária,"21.116.329,88","53.799.872,49","54.892.036,16","0,00",,2022
12/2022,10 - Saúde,"391 - Patrimônio histórico, artístico e arqueológico","5.234.957,81","586.765,16","592.259,55","37.889,06",,2022
12/2022,10 - Saúde,125 - Normatização e fiscalização,"5.738.045,58","1.318.996,56","1.672.025,83","625.000,00",,2022
12/2022,10 - Saúde,126 - Tecnologia da informação,"54.913.957,75","26.080.887,69","30.160.618,91","515.703,55",,2022
12/2022,10 - Saúde,511 - Saneamento básico rural,"390.998.188,77","17.934.467,81","18.352.729,39","59.431.169,35",,2022
12/2022,10 - Saúde,573 - Difusão do conhecimento científico e tecnológico,"29.916.235,73","16.407.003,25","9.629.218,12","882.171,49",,2022
12/2022,10 - Saúde,128 - Formação de recursos humanos,"180.094.300,13","212.999.391,00","236.434.381,89","132.796.754,64",,2022
12/2022,10 - Saúde,303 - Suporte profilático e terapêutico,"1.684.899.982,59","1.687.610.967,39","1.776.435.523,33","27.330.194,79",,2022
12/2022,10 - Saúde,122 - Administração geral,"192.396.029,89","826.469.383,62","856.912.931,39","10.135.230,37",,2022
12/2022,10 - Saúde,512 - Saneamento básico urbano,"396.691.564,90","12.190.587,35","11.821.045,92","62.443.059,37",,2022
12/2022,10 - Saúde,571 - Desenvolvimento científico,"239.916.851,28","123.643.067,07","150.255.827,22","21.965.326,49",,2022
12/2022,10 - Saúde,423 - Assistência aos povos indígenas,"189.948.462,10","245.547.183,96","252.438.612,41","5.120.983,10",,2022
12/2022,10 - Saúde,305 - Vigilância epidemiológica,"5.013.679.869,13","1.463.990.777,29","1.538.658.329,84","103.819.875,49",,2022
12/2022,10 - Saúde,301 - Atenção básica,"3.391.975.222,48","3.133.822.569,65","3.236.468.728,88","144.842.653,02",,2022
12/2022,10 - Saúde,302 - Assistência hospitalar e ambulatorial,"3.064.220.591,08","5.203.515.816,71","5.233.524.404,44","300.290.927,87",,2022
01/2023,10 - Saúde,"422 - Direitos individuais, coletivos e difusos","0,00","0,00","0,00","95.417,06",,2023
01/2023,10 - Saúde,121 - Planejamento e orçamento,"100.000,00","0,00","0,00","1.030.210,69",,2023
01/2023,10 - Saúde,846 - Outros encargos especiais,"986.200.000,00","77.715.528,45","77.715.528,45","9.803,70",,2023
01/2023,10 - Saúde,"391 - Patrimônio histórico, artístico e arqueológico","1.414.072,90","175.768,38","29.476,40","62.928,95",,2023
01/2023,10 - Saúde,541 - Preservação e conservação ambiental,"0,00","0,00","0,00","1.683.623,99",,2023
01/2023,10 - Saúde,572 - Desenvolvimento tecnológico e engenharia,"95.499,82","60.559,62","60.559,62","2.500.097,24",,2023
01/2023,10 - Saúde,306 - Alimentação e nutrição,"0,00","0,00","0,00","160.400,00",,2023
01/2023,10 - Saúde,131 - Comunicação social,"21.200.000,00","0,00","0,00","23.692.096,86",,2023
01/2023,10 - Saúde,125 - Normatização e fiscalização,"459.273,23","21.421,04","20.500,62","775.123,07",,2023
01/2023,10 - Saúde,304 - Vigilância sanitária,"21.496.358,23","920.591,69","899.736,78","4.081.798,21",,2023
01/2023,10 - Saúde,573 - Difusão do conhecimento científico e tecnológico,"550.299,68","30.911,21","19.250,00","14.698.604,57",,2023
01/2023,10 - Saúde,511 - Saneamento básico rural,"5.394.577,68","651.871,49","161.990,24","7.822.755,46",,2023
01/2023,10 - Saúde,126 - Tecnologia da informação,"30.437.333,75","874.712,33","846.624,11","18.421.909,10",,2023
01/2023,10 - Saúde,512 - Saneamento básico urbano,"4.636,20","4.636,20","0,00","9.132.482,41",,2023
01/2023,10 - Saúde,331 - Proteção e benefícios ao trabalhador,"577.063.619,15","51.406.043,51","5.283.573,00","0,00",,2023
01/2023,10 - Saúde,301 - Atenção básica,"2.461.451.309,32","2.111.089.798,65","2.013.067.566,03","64.568.510,57",,2023
01/2023,10 - Saúde,305 - Vigilância epidemiológica,"264.201.177,52","180.596.410,65","180.172.442,10","2.239.346.914,79",,2023
01/2023,10 - Saúde,571 - Desenvolvimento científico,"13.344.298,95","1.776.687,92","595.275,93","39.156.194,68",,2023
01/2023,10 - Saúde,303 - Suporte profilático e terapêutico,"4.515.730.638,32","359.931.164,01","265.805.078,27","645.573.646,36",,2023
01/2023,10 - Saúde,423 - Assistência aos povos indígenas,"230.222.433,74","161.354.132,36","124.308.861,88","50.496.880,75",,2023
01/2023,10 - Saúde,122 - Administração geral,"5.331.523.175,52","552.226.302,87","209.605.422,56","473.444.663,89",,2023
01/2023,10 - Saúde,302 - Assistência hospitalar e ambulatorial,"8.081.647.002,41","3.847.391.759,24","3.805.638.556,65","833.265.016,88",,2023
01/2023,10 - Saúde,128 - Formação de recursos humanos,"130.448.525,71","18.626.719,66","6.293.659,63","38.282.939,68",,2023
02/2023,10 - Saúde,124 - Controle interno,"50.000,00","0,00","0,00","0,00",,2023
02/2023,10 - Saúde,846 - Outros encargos especiais,"2.000.000,00","76.110.646,82","76.110.646,82","0,00",,2023
02/2023,10 - Saúde,131 - Comunicação social,"0,00","0,00","0,00","15.837.890,45",,2023
02/2023,10 - Saúde,"422 - Direitos individuais, coletivos e difusos","880.291,27","76.241,15","75.986,12","702.453,59",,2023
02/2023,10 - Saúde,512 - Saneamento básico urbano,"294.629,88","20.651,08","12.164,82","9.429.954,57",,2023
02/2023,10 - Saúde,541 - Preservação e conservação ambiental,"53.500,00","9.484,82","8.536,37","762.151,88",,2023
02/2023,10 - Saúde,"391 - Patrimônio histórico, artístico e arqueológico","455.225,72","943.510,99","220.772,47","73.011,63",,2023
02/2023,10 - Saúde,572 - Desenvolvimento tecnológico e engenharia,"4.252.016,29","4.096.201,60","14.940,09","23.484.540,51",,2023
02/2023,10 - Saúde,121 - Planejamento e orçamento,"5.368.016,30","5.297.568,60","4.118,60","5.000.000,00",,2023
02/2023,10 - Saúde,128 - Formação de recursos humanos,"132.706.021,16","125.851.536,15","122.212.467,92","2.952.212,78",,2023
02/2023,10 - Saúde,306 - Alimentação e nutrição,"156.138,78","156.138,78","156.138,78","2.287.293,00",,2023
02/2023,10 - Saúde,125 - Normatização e fiscalização,"6.074.357,98","944.671,17","915.621,06","62.534,00",,2023
02/2023,10 - Saúde,331 - Proteção e benefícios ao trabalhador,"11.717.740,10","54.050.788,60","51.613.738,04","0,00",,2023
02/2023,10 - Saúde,573 - Difusão do conhecimento científico e tecnológico,"8.951.135,90","1.391.373,29","679.661,45","5.651.021,14",,2023
02/2023,10 - Saúde,571 - Desenvolvimento científico,"59.235.153,14","9.518.846,87","5.110.908,62","37.347.725,29",,2023
02/2023,10 - Saúde,511 - Saneamento básico rural,"14.942.293,04","2.463.228,39","2.159.573,22","16.234.142,83",,2023
02/2023,10 - Saúde,301 - Atenção básica,"2.170.372.379,70","2.375.465.366,06","2.379.786.011,01","7.854.834,17",,2023
02/2023,10 - Saúde,423 - Assistência aos povos indígenas,"217.047.009,32","75.089.697,36","91.678.161,58","17.944.349,91",,2023
02/2023,10 - Saúde,305 - Vigilância epidemiológica,"2.011.600.126,35","120.615.424,89","119.421.564,63","1.322.652.957,45",,2023
02/2023,10 - Saúde,303 - Suporte profilático e terapêutico,"1.611.995.702,52","541.014.807,44","455.301.552,52","1.127.201.308,26",,2023
02/2023,10 - Saúde,122 - Administração geral,"234.583.203,41","570.830.012,05","556.543.556,17","19.497.677,17",,2023
02/2023,10 - Saúde,126 - Tecnologia da informação,"21.463.377,68","877.556,39","187.438,29","34.163.012,13",,2023
02/2023,10 - Saúde,304 - Vigilância sanitária,"116.331.477,03","1.748.040,34","1.663.197,70","516.150,31",,2023
02/2023,10 - Saúde,302 - Assistência hospitalar e ambulatorial,"4.715.107.508,97","4.587.440.583,54","4.507.748.059,52","308.103.410,61",,2023
03/2023,10 - Saúde,124 - Controle interno,"0,00","0,00","0,00","0,00",,2023
03/2023,10 - Saúde,306 - Alimentação e nutrição,"4.139,12","4.139,12","4.139,12","183.554,00",,2023
03/2023,10 - Saúde,131 - Comunicação social,"- 1.113.676,86","495.309,95","0,00","34.541.689,12",,2023
03/2023,10 - Saúde,"422 - Direitos individuais, coletivos e difusos","685.461,53","685.461,53","685.716,56","359.017,00",,2023
03/2023,10 - Saúde,121 - Planejamento e orçamento,"5.940.828,44","5.107.296,26","5.296.103,72","1.400.000,00",,2023
03/2023,10 - Saúde,541 - Preservação e conservação ambiental,"32.594,90","22.143,35","19.291,93","0,00",,2023
03/2023,10 - Saúde,"391 - Patrimônio histórico, artístico e arqueológico","143.902,14","502.433,76","1.075.125,16","882.909,07",,2023
03/2023,10 - Saúde,846 - Outros encargos especiais,"0,00","74.905.228,20","74.904.396,36","23.321,50",,2023
03/2023,10 - Saúde,573 - Difusão do conhecimento científico e tecnológico,"2.273.891,66","3.144.128,66","3.087.846,02","3.731.111,77",,2023
03/2023,10 - Saúde,128 - Formação de recursos humanos,"159.098.120,45","131.141.161,10","128.660.478,20","10.748.325,42",,2023
03/2023,10 - Saúde,125 - Normatização e fiscalização,"- 1.214.162,85","1.163.418,03","1.164.273,73","9.554,36",,2023
03/2023,10 - Saúde,126 - Tecnologia da informação,"23.684.159,85","8.613.787,55","5.690.316,81","16.175.485,16",,2023
03/2023,10 - Saúde,304 - Vigilância sanitária,"3.621.764,58","65.099.875,15","64.071.658,92","948.516,56",,2023
03/2023,10 - Saúde,512 - Saneamento básico urbano,"81.516,48","66.492,52","63.603,87","6.920.099,57",,2023
03/2023,10 - Saúde,331 - Proteção e benefícios ao trabalhador,"- 9.770.987,37","51.506.601,52","54.403.937,60","0,00",,2023
03/2023,10 - Saúde,572 - Desenvolvimento tecnológico e engenharia,"14.060.552,49","8.319.717,79","12.192.839,70","12.883.115,83",,2023
03/2023,10 - Saúde,303 - Suporte profilático e terapêutico,"2.056.094.887,65","1.751.140.893,15","1.374.295.797,46","755.756.500,11",,2023
03/2023,10 - Saúde,511 - Saneamento básico rural,"17.433.645,61","3.682.842,12","3.274.725,83","13.451.627,98",,2023
03/2023,10 - Saúde,301 - Atenção básica,"2.161.289.141,82","2.278.088.523,02","2.277.881.331,81","11.290.739,10",,2023
03/2023,10 - Saúde,423 - Assistência aos povos indígenas,"96.406.199,04","222.683.540,06","215.189.281,29","9.560.160,21",,2023
03/2023,10 - Saúde,571 - Desenvolvimento científico,"61.511.443,39","41.242.902,01","31.991.002,08","81.228.566,88",,2023
03/2023,10 - Saúde,122 - Administração geral,"192.493.096,72","591.059.769,15","608.540.068,84","16.205.323,72",,2023
03/2023,10 - Saúde,302 - Assistência hospitalar e ambulatorial,"5.081.962.879,79","4.950.437.887,88","4.945.161.998,83","320.501.492,93",,2023
03/2023,10 - Saúde,305 - Vigilância epidemiológica,"1.102.998.263,81","1.406.582.241,51","1.268.452.352,44","737.505.001,90",,2023
04/2023,10 - Saúde,183 - Informação e inteligência,"0,00","0,00","0,00","0,00",,2023
04/2023,10 - Saúde,"422 - Direitos individuais, coletivos e difusos","0,00","71.450,61","71.450,61","0,00",,2023
04/2023,10 - Saúde,124 - Controle interno,"975.700,00","450.068,23","12.568,23","0,00",,2023
04/2023,10 - Saúde,512 - Saneamento básico urbano,"- 5.000,00","0,00","11.374,91","1.150.999,96",,2023
04/2023,10 - Saúde,131 - Comunicação social,"28.390.430,63","24.384.690,92","13.133.553,04","17.743.698,87",,2023
04/2023,10 - Saúde,121 - Planejamento e orçamento,"308.363,05","780.752,79","5.885.395,33","2.313.291,06",,2023
04/2023,10 - Saúde,"391 - Patrimônio histórico, artístico e arqueológico","311.693,32","296.681,49","556.286,68","1.231.058,11",,2023
04/2023,10 - Saúde,306 - Alimentação e nutrição,"69.371,78","29.965,85","29.965,85","202.344,00",,2023
04/2023,10 - Saúde,572 - Desenvolvimento tecnológico e engenharia,"9.028.727,22","7.232.799,93","2.996.190,53","9.097.070,11",,2023
04/2023,10 - Saúde,573 - Difusão do conhecimento científico e tecnológico,"850.149,58","2.490.172,06","2.316.211,75","1.135.071,40",,2023
04/2023,10 - Saúde,846 - Outros encargos especiais,"- 376.932,57","74.523.531,38","74.524.363,22","0,00",,2023
04/2023,10 - Saúde,125 - Normatização e fiscalização,"1.425.935,01","1.287.037,17","1.281.047,70","2.305.818,14",,2023
04/2023,10 - Saúde,511 - Saneamento básico rural,"5.927.408,62","2.922.876,36","2.964.679,21","1.915.464,41",,2023
04/2023,10 - Saúde,303 - Suporte profilático e terapêutico,"1.275.005.790,73","1.280.892.457,91","1.306.738.236,48","312.574.459,51",,2023
04/2023,10 - Saúde,331 - Proteção e benefícios ao trabalhador,"- 5.242.081,82","61.023.348,11","50.978.910,77","0,00",,2023
04/2023,10 - Saúde,128 - Formação de recursos humanos,"404.255.177,69","151.365.594,21","154.410.216,88","16.805.037,54",,2023
04/2023,10 - Saúde,126 - Tecnologia da informação,"35.325.577,62","23.716.612,06","11.903.042,92","6.875.005,73",,2023
04/2023,10 - Saúde,122 - Administração geral,"243.950.222,88","571.769.922,98","564.439.161,83","17.505.339,46",,2023
04/2023,10 - Saúde,301 - Atenção básica,"2.455.847.299,06","2.203.891.621,91","2.202.076.302,38","146.457.028,53",,2023
04/2023,10 - Saúde,571 - Desenvolvimento científico,"105.118.442,53","66.937.760,79","57.906.261,46","40.893.104,92",,2023
04/2023,10 - Saúde,305 - Vigilância epidemiológica,"448.782.046,41","644.790.681,51","586.991.987,62","1.090.693.302,98",,2023
04/2023,10 - Saúde,541 - Preservação e conservação ambiental,"- 2.000,00","83,28","3.883,15","0,00",,2023
04/2023,10 - Saúde,304 - Vigilância sanitária,"5.902.680,00","23.897.299,31","24.149.797,65","519.220,52",,2023
04/2023,10 - Saúde,423 - Assistência aos povos indígenas,"371.846.176,01","85.260.994,60","83.238.926,20","5.405.900,54",,2023
04/2023,10 - Saúde,302 - Assistência hospitalar e ambulatorial,"6.713.780.793,93","6.429.211.714,90","6.378.232.877,38","352.729.774,99",,2023
05/2023,10 - Saúde,306 - Alimentação e nutrição,"26.956,86","57.180,87","57.180,87","26.589,00",,2023
05/2023,10 - Saúde,124 - Controle interno,"78.000,00","25.774,12","462.642,79","1.117.591,00",,2023
05/2023,10 - Saúde,541 - Preservação e conservação ambiental,"- 18.295,12","0,00","0,00","12.000,00",,2023
05/2023,10 - Saúde,"422 - Direitos individuais, coletivos e difusos","0,00","0,00","0,00","435.000,00",,2023
05/2023,10 - Saúde,121 - Planejamento e orçamento,"39.261,04","36.156,89","33.405,01","474.375,00",,2023
05/2023,10 - Saúde,846 - Outros encargos especiais,"12.000.000,00","82.963.879,71","82.963.879,71","0,00",,2023
05/2023,10 - Saúde,573 - Difusão do conhecimento científico e tecnológico,"11.687.285,27","4.807.312,38","3.667.937,02","863.510,66",,2023
05/2023,10 - Saúde,"391 - Patrimônio histórico, artístico e arqueológico","4.115.870,06","251.444,89","244.864,59","373.415,82",,2023
05/2023,10 - Saúde,126 - Tecnologia da informação,"24.064.827,24","15.152.171,55","16.156.614,59","6.999.944,49",,2023
05/2023,10 - Saúde,125 - Normatização e fiscalização,"1.613.871,21","1.404.021,15","1.404.532,03","621.100,91",,2023
05/2023,10 - Saúde,572 - Desenvolvimento tecnológico e engenharia,"20.400.779,36","2.997.548,45","2.941.039,79","9.987.566,42",,2023
